型番,カード名,レアリティ,画像URL,画像タイトル,参照価格,元URL,カテゴリ,デフォルト動画,デフォルトバッジ,dopaID,wp_id,source
017/025,レントラーGLLV.X/25th,-,https://minnano-toreka.com/wp-content/uploads/2026/08/017-025_minnanotoreca-10341063.webp,レントラーGLLV.X/25th（-）[017/025],,https://dopa-game.jp/pokemon/dp/10341063,,,,10341063,29563,DOPA
117/165,シードラ(マスターボールミラー),U,https://minnano-toreka.com/wp-content/uploads/2026/08/117-165_minnanotoreca-10346770.webp,シードラ(マスターボールミラー)（U）[117/165],,https://dopa-game.jp/pokemon/dp/10346770,,,,10346770,29564,DOPA
078/063,メガサーナイトex,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/078-063_minnanotoreca-10336815.webp,メガサーナイトex（SR）[078/063],,https://dopa-game.jp/pokemon/dp/10336815,,,,10336815,29565,DOPA
003/015,ピカチュウ,-,https://minnano-toreka.com/wp-content/uploads/2026/08/003-015_minnanotoreca-10329751.webp,ピカチュウ（-）[003/015],,https://dopa-game.jp/pokemon/dp/10329751,,,,10329751,29566,DOPA
117/086,シビシラス,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/117-086_minnanotoreca-10334047.webp,シビシラス（AR）[117/086],,https://dopa-game.jp/pokemon/dp/10334047,,,,10334047,29567,DOPA
016/165,ポッポ/マスターボールミラー,C,https://minnano-toreka.com/wp-content/uploads/2026/08/016-165_minnanotoreca-10346300.webp,ポッポ/マスターボールミラー（C）[016/165],,https://dopa-game.jp/pokemon/dp/10346300,,,,10346300,29568,DOPA
075/073,ニャオハ,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/075-073_minnanotoreca-10239764.webp,ニャオハ（AR）[075/073],,https://dopa-game.jp/pokemon/dp/10239764,,,,10239764,29569,DOPA
073/071,シキジカ,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/073-071_minnanotoreca-10241729.webp,シキジカ（AR）[073/071],,https://dopa-game.jp/pokemon/dp/10241729,,,,10241729,29570,DOPA
099/071,ウネルミナモex,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/099-071_minnanotoreca-10244732.webp,ウネルミナモex（UR）[099/071],,https://dopa-game.jp/pokemon/dp/10244732,,,,10244732,29571,DOPA
063/052,エレキチャージャー,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/063-052_minnanotoreca-10305333.webp,エレキチャージャー（UR）[063/052],,https://dopa-game.jp/pokemon/dp/10305333,,,,10305333,29572,DOPA
037/165,ロコン(マスターボールミラー),C,https://minnano-toreka.com/wp-content/uploads/2026/08/037-165_minnanotoreca-10346962.webp,ロコン(マスターボールミラー)（C）[037/165],,https://dopa-game.jp/pokemon/dp/10346962,,,,10346962,29573,DOPA
090/063,マチスの取引,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/090-063_minnanotoreca-10336827.webp,マチスの取引（SAR）[090/063],,https://dopa-game.jp/pokemon/dp/10336827,,,,10336827,29574,DOPA
154/165,古びたかいの化石(マスターボールミラー),C,https://minnano-toreka.com/wp-content/uploads/2026/08/154-165_minnanotoreca-10346948.webp,古びたかいの化石(マスターボールミラー)（C）[154/165],,https://dopa-game.jp/pokemon/dp/10346948,,,,10346948,29575,DOPA
{079/064} [sm11a],格闘道場,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/079-064-sm11a_minnanotoreca-10344183.webp,格闘道場（UR）[{079/064} [sm11a]],,https://dopa-game.jp/pokemon/dp/10344183,,,,10344183,29576,DOPA
057/049,エルレイド,CHR,https://minnano-toreka.com/wp-content/uploads/2026/08/057-049_minnanotoreca-10239459.webp,エルレイド（CHR）[057/049],,https://dopa-game.jp/pokemon/dp/10239459,,,,10239459,29577,DOPA
281/184,こくばバドレックスVMAX,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/281-184_minnanotoreca-10305316.webp,こくばバドレックスVMAX（UR）[281/184],,https://dopa-game.jp/pokemon/dp/10305316,,,,10305316,29578,DOPA
064/165,ユンゲラー(マスターボールミラー),U,https://minnano-toreka.com/wp-content/uploads/2026/08/064-165_minnanotoreca-10341120.webp,ユンゲラー(マスターボールミラー)（U）[064/165],,https://dopa-game.jp/pokemon/dp/10341120,,,,10341120,29579,DOPA
249/172,ヒスイの仲間たち,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/249-172_minnanotoreca-10239456.webp,ヒスイの仲間たち（SR）[249/172],,https://dopa-game.jp/pokemon/dp/10239456,,,,10239456,29580,DOPA
176/165,ニョロゾ,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/176-165_minnanotoreca-10240437.webp,ニョロゾ（AR）[176/165],,https://dopa-game.jp/pokemon/dp/10240437,,,,10240437,29581,DOPA
-,デッキシールド『海外/RAYQUAZA AMONG THE STARS※』65枚入り,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10344615.webp,デッキシールド『海外/RAYQUAZA AMONG THE STARS※』65枚入り（-）[-],,https://dopa-game.jp/pokemon/dp/10344615,,,,10344615,29582,DOPA
231/187,タロ,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/231-187_minnanotoreca-10317180.webp,タロ（SAR）[231/187],,https://dopa-game.jp/pokemon/dp/10317180,,,,10317180,29583,DOPA
077/071,カビゴン,CHR,https://minnano-toreka.com/wp-content/uploads/2026/08/077-071_minnanotoreca-10304917.webp,カビゴン（CHR）[077/071],,https://dopa-game.jp/pokemon/dp/10304917,,,,10304917,29584,DOPA
095/165,イワーク(マスターボールミラー),U,https://minnano-toreka.com/wp-content/uploads/2026/08/095-165_minnanotoreca-10346748.webp,イワーク(マスターボールミラー)（U）[095/165],,https://dopa-game.jp/pokemon/dp/10346748,,,,10346748,29585,DOPA
078/064,グレートキャッチャー,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/078-064_minnanotoreca-10344195.webp,グレートキャッチャー（UR）[078/064],,https://dopa-game.jp/pokemon/dp/10344195,,,,10344195,29586,DOPA
-,デッキシールド『チルタリス＆ルチア』64枚入り,[-],https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10261559.webp,デッキシールド『チルタリス＆ルチア』64枚入り（[-]）[-],,https://dopa-game.jp/pokemon/dp/10261559,,,,10261559,29587,DOPA
085/067,スクールガール,HR,https://minnano-toreka.com/wp-content/uploads/2026/08/085-067_minnanotoreca-10240576.webp,スクールガール（HR）[085/067],,https://dopa-game.jp/pokemon/dp/10240576,,,,10240576,29588,DOPA
196/190,ボールガイ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/196-190_minnanotoreca-10239722.webp,ボールガイ（SR）[196/190],,https://dopa-game.jp/pokemon/dp/10239722,,,,10239722,29589,DOPA
081/066,テツノイバラex,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/081-066_minnanotoreca-10260641.webp,テツノイバラex（SR）[081/066],,https://dopa-game.jp/pokemon/dp/10260641,,,,10260641,29590,DOPA
086/067,モノマネむすめ,HR,https://minnano-toreka.com/wp-content/uploads/2026/08/086-067_minnanotoreca-10240324.webp,モノマネむすめ（HR）[086/067],,https://dopa-game.jp/pokemon/dp/10240324,,,,10240324,29591,DOPA
099/173,ガブリアス＆ギラティナGX,RR,https://minnano-toreka.com/wp-content/uploads/2026/08/099-173_minnanotoreca-10241031.webp,ガブリアス＆ギラティナGX（RR）[099/173],,https://dopa-game.jp/pokemon/dp/10241031,,,,10241031,29592,DOPA
-,デッキシールド『ピカチュウの森』64枚入り,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10330167.webp,デッキシールド『ピカチュウの森』64枚入り（-）[-],,https://dopa-game.jp/pokemon/dp/10330167,,,,10330167,29593,DOPA
240/172,セキ,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/240-172_minnanotoreca-10239681.webp,セキ（SAR）[240/172],,https://dopa-game.jp/pokemon/dp/10239681,,,,10239681,29594,DOPA
228/187,アンズの秘技,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/228-187_minnanotoreca-10317156.webp,アンズの秘技（SAR）[228/187],,https://dopa-game.jp/pokemon/dp/10317156,,,,10317156,29595,DOPA
229/172,ヒスイダイケンキV,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/229-172_minnanotoreca-10239820.webp,ヒスイダイケンキV（SAR）[229/172],,https://dopa-game.jp/pokemon/dp/10239820,,,,10239820,29596,DOPA
118/100,ターボパッチ,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/118-100_minnanotoreca-10240889.webp,ターボパッチ（UR）[118/100],,https://dopa-game.jp/pokemon/dp/10240889,,,,10240889,29597,DOPA
237/172,キバナ,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/237-172_minnanotoreca-10332203.webp,キバナ（SAR）[237/172],,https://dopa-game.jp/pokemon/dp/10332203,,,,10332203,29598,DOPA
117/100,セキタンザン,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/117-100_minnanotoreca-10240886.webp,セキタンザン（UR）[117/100],,https://dopa-game.jp/pokemon/dp/10240886,,,,10240886,29599,DOPA
102/100,フリーザー,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/102-100_minnanotoreca-10317158.webp,フリーザー（AR）[102/100],,https://dopa-game.jp/pokemon/dp/10317158,,,,10317158,29600,DOPA
118/098,ロケット団のペルシアンex,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/118-098_minnanotoreca-10332271.webp,ロケット団のペルシアンex（SR）[118/098],,https://dopa-game.jp/pokemon/dp/10332271,,,,10332271,29601,DOPA
351/190,ネモ,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/351-190_minnanotoreca-10239819.webp,ネモ（SAR）[351/190],,https://dopa-game.jp/pokemon/dp/10239819,,,,10239819,29602,DOPA
165/086,Nの筋書き,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/165-086_minnanotoreca-10334035.webp,Nの筋書き（SR）[165/086],,https://dopa-game.jp/pokemon/dp/10334035,,,,10334035,29603,DOPA
126/101,オーガポンかまどのめんex,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/126-101_minnanotoreca-10298230.webp,オーガポンかまどのめんex（SAR）[126/101],,https://dopa-game.jp/pokemon/dp/10298230,,,,10298230,29604,DOPA
126/102,ブライア,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/126-102_minnanotoreca-10317080.webp,ブライア（SR）[126/102],,https://dopa-game.jp/pokemon/dp/10317080,,,,10317080,29605,DOPA
237/187,テラパゴスex,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/237-187_minnanotoreca-10316855.webp,テラパゴスex（UR）[237/187],,https://dopa-game.jp/pokemon/dp/10316855,,,,10316855,29606,DOPA
091/070,メロン,HR,https://minnano-toreka.com/wp-content/uploads/2026/08/091-070_minnanotoreca-10332214.webp,メロン（HR）[091/070],,https://dopa-game.jp/pokemon/dp/10332214,,,,10332214,29607,DOPA
230/187,スグリ,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/230-187_minnanotoreca-10317170.webp,スグリ（SAR）[230/187],,https://dopa-game.jp/pokemon/dp/10317170,,,,10317170,29608,DOPA
116/098,ロケット団のニドキングex,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/116-098_minnanotoreca-10332278.webp,ロケット団のニドキングex（SR）[116/098],,https://dopa-game.jp/pokemon/dp/10332278,,,,10332278,29609,DOPA
{093/XY-P} [XY],MディアンシーEX,RR,https://minnano-toreka.com/wp-content/uploads/2026/08/093-XY-P-XY_minnanotoreca-10329899.webp,MディアンシーEX（RR）[{093/XY-P} [XY]],,https://dopa-game.jp/pokemon/dp/10329899,,,,10329899,29610,DOPA
{072/173} [SM12a],ゲッコウガ＆ゾロアークGX,RR,https://minnano-toreka.com/wp-content/uploads/2026/08/072-173-SM12a_minnanotoreca-10329849.webp,ゲッコウガ＆ゾロアークGX（RR）[{072/173} [SM12a]],,https://dopa-game.jp/pokemon/dp/10329849,,,,10329849,29611,DOPA
232/172,ザマゼンタV,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/232-172_minnanotoreca-10316960.webp,ザマゼンタV（SAR）[232/172],,https://dopa-game.jp/pokemon/dp/10316960,,,,10316960,29612,DOPA
-,デンジャラスドリル,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10307272.webp,デンジャラスドリル（UR）[-],,https://dopa-game.jp/pokemon/dp/10307272,,,,10307272,29613,DOPA
094/094,かんこうきゃく,TR,https://minnano-toreka.com/wp-content/uploads/2026/08/094-094_minnanotoreca-10239726.webp,かんこうきゃく（TR）[094/094],,https://dopa-game.jp/pokemon/dp/10239726,,,,10239726,29614,DOPA
220/187,サーフゴーex,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/220-187_minnanotoreca-10317146.webp,サーフゴーex（SAR）[220/187],,https://dopa-game.jp/pokemon/dp/10317146,,,,10317146,29615,DOPA
071/062,イベルタル,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/071-062_minnanotoreca-10240438.webp,イベルタル（AR）[071/062],,https://dopa-game.jp/pokemon/dp/10240438,,,,10240438,29616,DOPA
{092/078} [SV1S],サーナイトex,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/092-078-SV1S_minnanotoreca-10341444.webp,サーナイトex（SR）[{092/078} [SV1S]],,https://dopa-game.jp/pokemon/dp/10341444,,,,10341444,29617,DOPA
{109/095} [sm8],あとだしハンマー,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/109-095-sm8_minnanotoreca-10344100.webp,あとだしハンマー（UR）[{109/095} [sm8]],,https://dopa-game.jp/pokemon/dp/10344100,,,,10344100,29618,DOPA
{094/070} [S5a],うねりの扇,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/094-070-S5a_minnanotoreca-10344104.webp,うねりの扇（UR）[{094/070} [S5a]],,https://dopa-game.jp/pokemon/dp/10344104,,,,10344104,29619,DOPA
129/106,ミカンのまなざし,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/129-106_minnanotoreca-10315547.webp,ミカンのまなざし（SR）[129/106],,https://dopa-game.jp/pokemon/dp/10315547,,,,10315547,29620,DOPA
075/165,ゴローン(マスターボールミラー),U,https://minnano-toreka.com/wp-content/uploads/2026/08/075-165_minnanotoreca-10346768.webp,ゴローン(マスターボールミラー)（U）[075/165],,https://dopa-game.jp/pokemon/dp/10346768,,,,10346768,29621,DOPA
{249/193} [M2a],サーファー,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/249-193-M2a_minnanotoreca-10347065.webp,サーファー（SAR）[{249/193} [M2a]],,https://dopa-game.jp/pokemon/dp/10347065,,,,10347065,29622,DOPA
092/068,ジャローダVSTAR,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/092-068_minnanotoreca-10344202.webp,ジャローダVSTAR（UR）[092/068],,https://dopa-game.jp/pokemon/dp/10344202,,,,10344202,29623,DOPA
174/165,ニドキング,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/174-165_minnanotoreca-10306582.webp,ニドキング（AR）[174/165],,https://dopa-game.jp/pokemon/dp/10306582,,,,10306582,29624,DOPA
100/165,ビリリダマ(マスターボールミラー),C,https://minnano-toreka.com/wp-content/uploads/2026/08/100-165_minnanotoreca-10346812.webp,ビリリダマ(マスターボールミラー)（C）[100/165],,https://dopa-game.jp/pokemon/dp/10346812,,,,10346812,29625,DOPA
083/073,ムウマージ,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/083-073_minnanotoreca-10239778.webp,ムウマージ（AR）[083/073],,https://dopa-game.jp/pokemon/dp/10239778,,,,10239778,29626,DOPA
089/067,嵐の山脈,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/089-067_minnanotoreca-10346963.webp,嵐の山脈（UR）[089/067],,https://dopa-game.jp/pokemon/dp/10346963,,,,10346963,29627,DOPA
{249/184} [S8b],アーマーガアVMAX,CSR,https://minnano-toreka.com/wp-content/uploads/2026/08/249-184-S8b_minnanotoreca-10346294.webp,アーマーガアVMAX（CSR）[{249/184} [S8b]],,https://dopa-game.jp/pokemon/dp/10346294,,,,10346294,29628,DOPA
120/165,ヒトデマン/マスターボールミラー,C,https://minnano-toreka.com/wp-content/uploads/2026/08/120-165_minnanotoreca-10346301.webp,ヒトデマン/マスターボールミラー（C）[120/165],,https://dopa-game.jp/pokemon/dp/10346301,,,,10346301,29629,DOPA
{005/015} [S8a-G],ピカチュウV,-,https://minnano-toreka.com/wp-content/uploads/2026/08/005-015-S8a-G_minnanotoreca-10344732.webp,ピカチュウV（-）[{005/015} [S8a-G]],,https://dopa-game.jp/pokemon/dp/10344732,,,,10344732,29630,DOPA
124/086,プルリル,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/124-086_minnanotoreca-10333964.webp,プルリル（AR）[124/086],,https://dopa-game.jp/pokemon/dp/10333964,,,,10333964,29631,DOPA
135/086,イシズマイ,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/135-086_minnanotoreca-10334033.webp,イシズマイ（AR）[135/086],,https://dopa-game.jp/pokemon/dp/10334033,,,,10334033,29632,DOPA
218/184,マルヤクデV,CSR,https://minnano-toreka.com/wp-content/uploads/2026/08/218-184_minnanotoreca-10330279.webp,マルヤクデV（CSR）[218/184],,https://dopa-game.jp/pokemon/dp/10330279,,,,10330279,29633,DOPA
025/025,カプ・テテフGX/25th,-,https://minnano-toreka.com/wp-content/uploads/2026/08/025-025_minnanotoreca-10341028.webp,カプ・テテフGX/25th（-）[025/025],,https://dopa-game.jp/pokemon/dp/10341028,,,,10341028,29634,DOPA
069/064,サマヨール,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/069-064_minnanotoreca-10308157.webp,サマヨール（AR）[069/064],,https://dopa-game.jp/pokemon/dp/10308157,,,,10308157,29635,DOPA
167/165,フシギソウ,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/167-165_minnanotoreca-10239810.webp,フシギソウ（AR）[167/165],,https://dopa-game.jp/pokemon/dp/10239810,,,,10239810,29636,DOPA
{119/100} [s4],ガラルタチフサグマ,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/119-100-s4_minnanotoreca-10240873.webp,ガラルタチフサグマ（UR）[{119/100} [s4]],,https://dopa-game.jp/pokemon/dp/10240873,,,,10240873,29637,DOPA
074/071,メブキジカ,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/074-071_minnanotoreca-10241025.webp,メブキジカ（AR）[074/071],,https://dopa-game.jp/pokemon/dp/10241025,,,,10241025,29638,DOPA
079/067,ガブリアスV,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/079-067_minnanotoreca-10239774.webp,ガブリアスV（SR）[079/067],,https://dopa-game.jp/pokemon/dp/10239774,,,,10239774,29639,DOPA
112/101,シャリタツ,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/112-101_minnanotoreca-10276909.webp,シャリタツ（AR）[112/101],,https://dopa-game.jp/pokemon/dp/10276909,,,,10276909,29640,DOPA
083/078,ラルトス,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/083-078_minnanotoreca-10240238.webp,ラルトス（AR）[083/078],,https://dopa-game.jp/pokemon/dp/10240238,,,,10240238,29641,DOPA
208/172,ポチエナ,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/208-172_minnanotoreca-10240230.webp,ポチエナ（AR）[208/172],,https://dopa-game.jp/pokemon/dp/10240230,,,,10240230,29642,DOPA
051/049,マニューラ,CHR,https://minnano-toreka.com/wp-content/uploads/2026/08/051-049_minnanotoreca-10239063.webp,マニューラ（CHR）[051/049],,https://dopa-game.jp/pokemon/dp/10239063,,,,10239063,29643,DOPA
092/073,キハダ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/092-073_minnanotoreca-10239359.webp,キハダ（SR）[092/073],,https://dopa-game.jp/pokemon/dp/10239359,,,,10239359,29644,DOPA
111/100,アルセウスV,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/111-100_minnanotoreca-10239758.webp,アルセウスV（SR）[111/100],,https://dopa-game.jp/pokemon/dp/10239758,,,,10239758,29645,DOPA
087/086,ツタージャ,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/087-086_minnanotoreca-10334055.webp,ツタージャ（AR）[087/086],,https://dopa-game.jp/pokemon/dp/10334055,,,,10334055,29646,DOPA
065/060,ザシアンV,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/065-060_minnanotoreca-10343962.webp,ザシアンV（SR）[065/060],,https://dopa-game.jp/pokemon/dp/10343962,,,,10343962,29647,DOPA
{116/095} [sm10],トリプル加速エネルギー,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/116-095-sm10_minnanotoreca-10344213.webp,トリプル加速エネルギー（UR）[{116/095} [sm10]],,https://dopa-game.jp/pokemon/dp/10344213,,,,10344213,29648,DOPA
095/066,緊急ボード,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/095-066_minnanotoreca-10260645.webp,緊急ボード（UR）[095/066],,https://dopa-game.jp/pokemon/dp/10260645,,,,10260645,29649,DOPA
194/165,サンダーex,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/194-165_minnanotoreca-10343964.webp,サンダーex（SR）[194/165],,https://dopa-game.jp/pokemon/dp/10343964,,,,10343964,29650,DOPA
{118/095} [sm9],せせらぎの丘,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/118-095-sm9_minnanotoreca-10344204.webp,せせらぎの丘（UR）[{118/095} [sm9]],,https://dopa-game.jp/pokemon/dp/10344204,,,,10344204,29651,DOPA
001/031,エーフィ＆デオキシスGX,[-] (RR仕様),https://minnano-toreka.com/wp-content/uploads/2026/08/001-031_minnanotoreca-10274053.webp,エーフィ＆デオキシスGX（[-] (RR仕様)）[001/031],,https://dopa-game.jp/pokemon/dp/10274053,,,,10274053,29652,DOPA
093/066,トドロクツキex,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/093-066_minnanotoreca-10240104.webp,トドロクツキex（UR）[093/066],,https://dopa-game.jp/pokemon/dp/10240104,,,,10240104,29653,DOPA
074/070,サーナイトV,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/074-070_minnanotoreca-10240207.webp,サーナイトV（SR）[074/070],,https://dopa-game.jp/pokemon/dp/10240207,,,,10240207,29654,DOPA
-,デッキシールド 『EEVEE PRISMATIC(青枠/海外限定)※』65枚,[-],https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10261561.webp,デッキシールド 『EEVEE PRISMATIC(青枠/海外限定)※』65枚（[-]）[-],,https://dopa-game.jp/pokemon/dp/10261561,,,,10261561,29655,DOPA
-,デッキシールドプレミアム・グロス『ニンフィアMidnight Agent -the cinema-※』64枚入り,[-],https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10261597.webp,デッキシールドプレミアム・グロス『ニンフィアMidnight Agent -the cinema-※』64枚入り（[-]）[-],,https://dopa-game.jp/pokemon/dp/10261597,,,,10261597,29656,DOPA
-,進化の軌跡 サーナイト,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10271838.webp,進化の軌跡 サーナイト（-）[-],,https://dopa-game.jp/pokemon/dp/10271838,,,,10271838,29657,DOPA
072/060,ビート,HR,https://minnano-toreka.com/wp-content/uploads/2026/08/072-060_minnanotoreca-10239470.webp,ビート（HR）[072/060],,https://dopa-game.jp/pokemon/dp/10239470,,,,10239470,29658,DOPA
089/070,ドクター,HR,https://minnano-toreka.com/wp-content/uploads/2026/08/089-070_minnanotoreca-10332196.webp,ドクター（HR）[089/070],,https://dopa-game.jp/pokemon/dp/10332196,,,,10332196,29659,DOPA
-,パオジアンex,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10307269.webp,パオジアンex（UR）[-],,https://dopa-game.jp/pokemon/dp/10307269,,,,10307269,29660,DOPA
221/184,はくばバドレックスVMAX,CSR,https://minnano-toreka.com/wp-content/uploads/2026/08/221-184_minnanotoreca-10306572.webp,はくばバドレックスVMAX（CSR）[221/184],,https://dopa-game.jp/pokemon/dp/10306572,,,,10306572,29661,DOPA
213/187,テツノブジンex,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/213-187_minnanotoreca-10317148.webp,テツノブジンex（SAR）[213/187],,https://dopa-game.jp/pokemon/dp/10317148,,,,10317148,29662,DOPA
238/172,ザクロ,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/238-172_minnanotoreca-10332113.webp,ザクロ（SAR）[238/172],,https://dopa-game.jp/pokemon/dp/10332113,,,,10332113,29663,DOPA
{239/184} [S8b],いちげきウーラオスVMAX,CSR,https://minnano-toreka.com/wp-content/uploads/2026/08/239-184-S8b_minnanotoreca-10306538.webp,いちげきウーラオスVMAX（CSR）[{239/184} [S8b]],,https://dopa-game.jp/pokemon/dp/10306538,,,,10306538,29664,DOPA
138/108,ポピー,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/138-108_minnanotoreca-10239746.webp,ポピー（SAR）[138/108],,https://dopa-game.jp/pokemon/dp/10239746,,,,10239746,29665,DOPA
081/070,ドクター,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/081-070_minnanotoreca-10332195.webp,ドクター（SR）[081/070],,https://dopa-game.jp/pokemon/dp/10332195,,,,10332195,29666,DOPA
117/098,ロケット団のクロバットex,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/117-098_minnanotoreca-10332275.webp,ロケット団のクロバットex（SR）[117/098],,https://dopa-game.jp/pokemon/dp/10332275,,,,10332275,29667,DOPA
123/098,ロケット団のランス,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/123-098_minnanotoreca-10332277.webp,ロケット団のランス（SR）[123/098],,https://dopa-game.jp/pokemon/dp/10332277,,,,10332277,29668,DOPA
119/098,ロケット団のアテナ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/119-098_minnanotoreca-10332280.webp,ロケット団のアテナ（SR）[119/098],,https://dopa-game.jp/pokemon/dp/10332280,,,,10332280,29669,DOPA
133/108,コオリッポex,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/133-108_minnanotoreca-10239720.webp,コオリッポex（SAR）[133/108],,https://dopa-game.jp/pokemon/dp/10239720,,,,10239720,29670,DOPA
327/190,ミュウex,SSR,https://minnano-toreka.com/wp-content/uploads/2026/08/327-190_minnanotoreca-10240090.webp,ミュウex（SSR）[327/190],,https://dopa-game.jp/pokemon/dp/10240090,,,,10240090,29671,DOPA
090/071,グルーシャ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/090-071_minnanotoreca-10240108.webp,グルーシャ（SR）[090/071],,https://dopa-game.jp/pokemon/dp/10240108,,,,10240108,29672,DOPA
093/064,カウンターゲイン,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/093-064_minnanotoreca-10315575.webp,カウンターゲイン（UR）[093/064],,https://dopa-game.jp/pokemon/dp/10315575,,,,10315575,29673,DOPA
215/184,イオルブVMAX【CSR】,CSR,https://minnano-toreka.com/wp-content/uploads/2026/08/215-184_minnanotoreca-10330271.webp,イオルブVMAX【CSR】（CSR）[215/184],,https://dopa-game.jp/pokemon/dp/10330271,,,,10330271,29674,DOPA
233/172,レジギガスVSTAR,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/233-172_minnanotoreca-10330276.webp,レジギガスVSTAR（SAR）[233/172],,https://dopa-game.jp/pokemon/dp/10330276,,,,10330276,29675,DOPA
089/066,スナノケガワex,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/089-066_minnanotoreca-10239754.webp,スナノケガワex（SAR）[089/066],,https://dopa-game.jp/pokemon/dp/10239754,,,,10239754,29676,DOPA
243/184,クロバットV,CSR,https://minnano-toreka.com/wp-content/uploads/2026/08/243-184_minnanotoreca-10316363.webp,クロバットV（CSR）[243/184],,https://dopa-game.jp/pokemon/dp/10316363,,,,10316363,29677,DOPA
